mca_registration,gstin,cin,iso_certification,pan_number,tan_number,msme_registration,shop_license,import_export_code,professional_tax,website_quality,domain_age,ssl_certificate,linkedin_profile,glassdoor_reviews,employee_count,turnover,contact_number,office_address,epf_registration,website_quality_dup,email_domain,linkedin_activity,scam_reports,job_platform,salary_realism,upfront_payment,description_quality,interview_process,comm_channels,has_company_logo,has_questions,social_media,employee_reviews,physical_address,epf_registration_dup,fssai_license,sebi_approval,description,fraudulent
None,Yes,None,No,No,No,Yes,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Inactive,None,Telegram,Low,No,Good,None,Call,No,Has Questions,Active,Negative,Present,No,No,Yes,Looking for software engineer with 2+ years experience in python and django,0
No,None,None,None,No,No,No,Yes,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Inactive,Many,Telegram,Low,No,Poor,Phone,WhatsApp,No,Has Questions,Active,None,Present,Yes,Yes,Yes,Frontend developer required - html css js,0
No,No,Yes,None,None,Yes,No,No,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Many,Telegram,Realistic,Yes,Poor,Video,WhatsApp,Yes,Has Questions,Inactive,Positive,Present,Yes,Yes,No,Hiring marketing executive with good comm skills and sales experience,1
Yes,Yes,None,No,Yes,No,Yes,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,None,Telegram,High,No,Average,Phone,Telegram,Yes,Has Questions,Inactive,Negative,None,Yes,None,No,Frontend developer required - html css js,0
No,None,No,None,None,None,Yes,No,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,None,Telegram,High,Yes,Poor,None,WhatsApp,Yes,Has Questions,Inactive,Positive,Present,No,Yes,None,Hiring marketing executive with good comm skills and sales experience,0
None,None,No,None,Yes,No,No,None,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Inactive,None,Naukri,High,Yes,Average,Phone,Telegram,Yes,Has Questions,Inactive,None,None,Yes,No,No,Frontend developer required - html css js,0
No,No,Yes,No,No,Yes,Yes,No,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,Few,WhatsApp,Realistic,No,Poor,Video,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,Few,Telegram,Low,No,Good,Phone,WhatsApp,Yes,Has Questions,Active,Negative,Present,No,No,None,Hiring marketing executive with good comm skills and sales experience,0
None,No,None,No,None,None,No,None,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Active,None,Naukri,Low,No,Poor,Phone,Call,No,Has Questions,Active,None,None,Yes,None,Yes,Hiring marketing executive with good comm skills and sales experience,1
Yes,Yes,Yes,No,Yes,None,No,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Inactive,Many,Telegram,Low,No,Good,Phone,Telegram,Yes,Has Questions,Active,Positive,None,No,None,No,Job opening in finance. CA preferred. Salary competitive,0
None,None,None,Yes,No,Yes,No,Yes,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Active,None,LinkedIn,Low,No,Good,Phone,Call,Yes,Has Questions,Active,Negative,None,Yes,Yes,Yes,Frontend developer required - html css js,0
No,No,None,Yes,Yes,No,Yes,No,No,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Inactive,None,Telegram,Low,Yes,Good,Video,Call,No,Has Questions,Inactive,Negative,Present,No,None,None,Urgent requirement for developer. Apply now with resume,1
Yes,None,No,Yes,No,No,Yes,None,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,Many,Telegram,Realistic,No,Poor,In-Person,Call,Yes,Has Questions,Active,Negative,None,Yes,None,None,Urgent requirement for developer. Apply now with resume,0
Yes,None,None,None,Yes,None,None,Yes,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,Few,Naukri,Realistic,Yes,Average,None,WhatsApp,Yes,Has Questions,Inactive,None,None,No,Yes,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,None,No,None,Yes,Yes,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Inactive,Many,LinkedIn,Low,No,Average,None,WhatsApp,Yes,Has Questions,Active,None,None,No,No,Yes,Hiring marketing executive with good comm skills and sales experience,0
None,No,None,No,Yes,Yes,No,Yes,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Many,Telegram,Realistic,No,Average,Phone,Call,Yes,Has Questions,Active,None,None,Yes,None,No,Looking for software engineer with 2+ years experience in python and django,0
None,No,No,No,No,No,No,No,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Inactive,None,Naukri,Realistic,No,Good,In-Person,Email,Yes,Has Questions,Active,Positive,None,No,No,No,Urgent requirement for developer. Apply now with resume,1
None,Yes,None,Yes,None,None,None,None,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Active,Few,Indeed,Realistic,Yes,Good,None,Email,No,Has Questions,Active,Negative,Present,No,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,Few,WhatsApp,Realistic,No,Poor,In-Person,WhatsApp,No,Has Questions,Inactive,Negative,None,Yes,Yes,No,Frontend developer required - html css js,1
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Active,None,LinkedIn,Realistic,No,Poor,Phone,Telegram,Yes,Has Questions,Inactive,Positive,Present,No,None,Yes,Frontend developer required - html css js,1
Yes,No,Yes,No,No,No,No,None,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Few,Telegram,High,No,Poor,In-Person,Email,Yes,Has Questions,Inactive,Positive,Present,Yes,None,Yes,Frontend developer required - html css js,0
No,Yes,No,None,No,No,Yes,None,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,None,Naukri,Realistic,No,Poor,In-Person,Email,No,Has Questions,Active,Positive,None,No,None,None,Job opening in finance. CA preferred. Salary competitive,0
Yes,None,Yes,None,Yes,None,No,None,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Active,Many,Telegram,High,Yes,Poor,Video,Email,No,Has Questions,Inactive,Positive,None,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,1
None,Yes,Yes,No,No,Yes,None,No,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Inactive,None,Indeed,Realistic,Yes,Average,Phone,Call,No,Has Questions,Active,Negative,Present,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,No,Yes,None,None,None,None,None,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,Many,Telegram,Realistic,No,Poor,None,WhatsApp,No,Has Questions,Active,Positive,Present,No,Yes,None,Job opening in finance. CA preferred. Salary competitive,1
Yes,None,No,Yes,No,Yes,None,No,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,Few,LinkedIn,Low,Yes,Average,In-Person,Call,Yes,Has Questions,Active,None,None,Yes,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,1
Yes,None,Yes,None,No,None,None,No,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Few,WhatsApp,Low,Yes,Good,Video,Email,No,Has Questions,Active,None,Present,Yes,None,None,Frontend developer required - html css js,0
Yes,Yes,None,None,No,None,None,No,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Inactive,None,WhatsApp,Low,No,Average,Phone,Call,Yes,Has Questions,Active,None,Present,No,No,Yes,Frontend developer required - html css js,0
No,Yes,Yes,None,Yes,Yes,No,None,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Active,Many,Telegram,High,Yes,Average,In-Person,WhatsApp,No,Has Questions,Active,Positive,Present,Yes,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
No,None,None,No,Yes,None,No,None,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Inactive,Many,WhatsApp,High,Yes,Good,Phone,Telegram,Yes,Has Questions,Inactive,None,Present,No,No,None,Looking for software engineer with 2+ years experience in python and django,0
None,No,None,No,None,None,No,None,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Active,Few,Telegram,High,No,Poor,In-Person,Telegram,No,Has Questions,Active,Positive,None,Yes,None,None,Looking for software engineer with 2+ years experience in python and django,1
Yes,None,None,None,None,No,Yes,Yes,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,None,LinkedIn,High,Yes,Good,Phone,Email,Yes,Has Questions,Active,Negative,Present,No,Yes,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,Yes,Yes,None,Yes,None,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Active,Many,Indeed,Realistic,Yes,Good,Video,Call,Yes,Has Questions,Active,Positive,None,Yes,Yes,None,Job opening in finance. CA preferred. Salary competitive,0
None,None,No,Yes,No,Yes,Yes,None,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Active,None,Indeed,Realistic,No,Good,None,Email,No,Has Questions,Active,None,Present,No,None,No,Job opening in finance. CA preferred. Salary competitive,1
Yes,No,None,None,No,Yes,None,Yes,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Inactive,Many,Indeed,Realistic,Yes,Poor,Video,WhatsApp,Yes,Has Questions,Active,None,None,Yes,None,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,No,Yes,No,Yes,None,None,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Few,Indeed,Realistic,Yes,Poor,Video,Call,Yes,Has Questions,Active,None,Present,No,No,None,Looking for software engineer with 2+ years experience in python and django,1
None,Yes,None,Yes,Yes,None,Yes,No,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Inactive,Few,WhatsApp,Realistic,Yes,Poor,Video,Telegram,Yes,Has Questions,Inactive,Positive,Present,Yes,No,No,Urgent requirement for developer. Apply now with resume,1
No,Yes,None,No,Yes,No,None,No,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,Many,Telegram,Low,No,Good,In-Person,Telegram,No,Has Questions,Active,Negative,Present,No,None,None,Looking for software engineer with 2+ years experience in python and django,1
Yes,Yes,Yes,None,None,None,No,None,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,None,LinkedIn,High,Yes,Good,In-Person,Call,Yes,Has Questions,Inactive,Positive,None,No,None,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,None,None,None,Yes,None,None,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Few,Indeed,Low,No,Poor,None,WhatsApp,No,Has Questions,Inactive,Positive,None,No,No,Yes,Frontend developer required - html css js,1
No,No,None,None,None,Yes,No,None,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Inactive,Few,WhatsApp,Low,Yes,Average,In-Person,Email,Yes,Has Questions,Inactive,Negative,Present,Yes,No,None,Frontend developer required - html css js,1
None,No,Yes,Yes,None,None,No,Yes,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Gmail,Inactive,Few,LinkedIn,High,No,Good,In-Person,Call,No,Has Questions,Inactive,Positive,Present,No,None,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,Yes,None,No,Yes,No,Yes,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Active,None,Telegram,Low,No,Average,Phone,WhatsApp,No,Has Questions,Inactive,Positive,None,Yes,No,No,Hiring marketing executive with good comm skills and sales experience,1
No,None,None,Yes,None,No,No,No,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Active,Many,Indeed,High,No,Poor,None,Telegram,Yes,Has Questions,Active,Negative,Present,No,Yes,None,Urgent requirement for developer. Apply now with resume,0
None,No,No,None,No,No,Yes,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Many,WhatsApp,Realistic,Yes,Good,None,Email,Yes,Has Questions,Inactive,None,None,No,No,Yes,Job opening in finance. CA preferred. Salary competitive,1
No,Yes,Yes,No,None,Yes,None,Yes,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Active,Many,Indeed,Realistic,Yes,Average,None,Telegram,No,Has Questions,Inactive,Negative,Present,Yes,No,None,Urgent requirement for developer. Apply now with resume,1
None,None,No,Yes,Yes,Yes,None,No,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,Few,Naukri,High,No,Poor,None,Telegram,Yes,Has Questions,Inactive,Negative,Present,Yes,None,None,Urgent requirement for developer. Apply now with resume,1
Yes,No,Yes,No,Yes,No,No,No,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Inactive,Many,Indeed,Low,No,Good,None,Telegram,No,Has Questions,Inactive,Positive,None,Yes,No,Yes,Job opening in finance. CA preferred. Salary competitive,1
No,Yes,No,Yes,None,None,Yes,None,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,Few,Telegram,High,No,Average,Video,Telegram,No,Has Questions,Active,Negative,None,No,No,Yes,Frontend developer required - html css js,0
None,No,None,None,None,Yes,Yes,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Active,Many,Indeed,Low,No,Poor,In-Person,WhatsApp,Yes,Has Questions,Active,Negative,None,Yes,None,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,Yes,No,None,No,None,None,Yes,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Inactive,None,Telegram,Low,Yes,Poor,Phone,WhatsApp,Yes,Has Questions,Inactive,Positive,None,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,Yes,No,None,Yes,No,Yes,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Active,None,LinkedIn,High,No,Average,In-Person,Call,No,Has Questions,Active,Positive,Present,Yes,None,None,Looking for software engineer with 2+ years experience in python and django,0
Yes,None,No,No,Yes,None,Yes,No,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Inactive,None,Naukri,High,Yes,Average,In-Person,Telegram,No,Has Questions,Active,Positive,None,Yes,No,No,Frontend developer required - html css js,1
Yes,No,No,Yes,None,None,No,None,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Inactive,None,Telegram,High,No,Good,Video,Telegram,No,Has Questions,Active,Negative,None,No,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,None,None,None,Yes,No,Yes,No,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Inactive,Few,LinkedIn,High,Yes,Good,Phone,Email,Yes,Has Questions,Active,Positive,Present,Yes,Yes,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,Yes,Yes,None,Yes,No,Yes,No,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Active,Few,Indeed,Low,No,Average,Phone,Call,No,Has Questions,Inactive,Positive,Present,No,No,None,Frontend developer required - html css js,0
Yes,Yes,None,No,Yes,None,No,No,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Active,Many,Naukri,High,Yes,Good,Video,WhatsApp,No,Has Questions,Active,Negative,None,No,Yes,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,None,Yes,Yes,Yes,None,Yes,Yes,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Active,Many,Naukri,Realistic,Yes,Good,Phone,Telegram,No,Has Questions,Active,None,Present,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,0
No,None,No,No,None,Yes,Yes,Yes,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Inactive,Many,LinkedIn,Realistic,No,Average,Video,Telegram,Yes,Has Questions,Active,None,None,Yes,None,No,Looking for software engineer with 2+ years experience in python and django,0
